09-03 13:17:05.842  6490  6511 I TestRunner: started: subtotal_tax_total_in_checkout(com.example.lunchtray.OrderFunctionalityTests)
09-03 13:17:05.845  6490  6511 W Settings: Setting always_finish_activities has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
09-03 13:17:05.848   519   537 D EventSequenceValidator: inc AccIntentStartedEvents to 2
09-03 13:17:05.852   519  1458 W InputReader: Device virtio_input_multi_touch_6 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_4 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_11 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_5 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_3 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_9 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_8 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_2 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_10 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_7 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_6 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_4 is associated with display ADISPLAY_ID_NONE.
09-03 13:17:05.853   519  1458 W InputReader: Device virtio_input_multi_touch_11 is associated with display ADISPLAY_ID_NONE.
